id,meter_id,units,voltage,temperature,power_factor,load_kw,frequency_hz,date,hour,day_of_week,is_weekend,voltage_status,voltage_flag,pf_issue,high_temp,load_intensity
1485,MTR0000703,45.811,220.75,37.32,0.924,1.584,50.435,2025-06-23 05:49:13.282851,5,0,0,normal,1,0,0,28.920903277125774
1486,MTR0000804,13.332,237.84,38.23,0.975,0.869,50.166,2025-01-08 22:58:29.614964,22,2,0,normal,1,0,0,15.341595608796219
1487,MTR0000432,41.383,241.36,39.28,0.867,4.416,50.429,2025-06-23 13:19:23.663178,13,0,0,normal,1,0,0,9.371129141464808
1488,MTR0000489,11.072,248.62,23.25,0.855,9.191,49.8,2025-08-01 05:56:45.179103,5,4,0,normal,1,0,0,1.2046554187189438
1489,MTR0000784,35.62,244.99,37.43,0.885,3.512,49.704,2025-10-18 09:03:13.695456,9,5,1,normal,1,0,0,10.142340141400508
1490,MTR0000066,9.781,247.62,30.39,0.815,2.092,50.086,2025-03-31 04:56:52.104810,4,0,0,normal,1,1,0,4.675407861339095
1491,MTR0000298,28.339,213.06,33.36,0.964,2.761,49.975,2025-03-20 02:16:48.314584,2,3,0,normal,1,0,0,10.263997595082957
1492,MTR0000117,5.947,222.68,24.28,0.929,0.488,50.459,2025-01-04 05:18:06.104572,5,5,1,normal,1,0,0,12.186225692096473
1493,MTR0000998,19.175,240.85,27.93,0.926,9.741,49.941,2025-01-22 14:34:13.623696,14,2,0,normal,1,0,0,1.9684817077489913
1494,MTR0000856,43.14,210.68,29.99,0.954,4.087,50.112,2025-10-29 05:20:02.318533,5,2,0,normal,1,0,0,10.555393796442878
1495,MTR0000481,35.794,230.7,26.46,0.825,0.146,49.731,2025-06-03 14:33:40.608067,14,1,0,normal,1,1,0,245.14759263064173
1496,MTR0000555,17.169,239.5,38.38,0.791,2.134,50.332,2025-10-27 07:41:08.384835,7,0,0,normal,1,1,0,8.045416844344684
1497,MTR0000646,45.332,249.81,39.62,0.917,6.203,50.015,2025-09-22 05:19:23.496004,5,0,0,normal,1,0,0,7.308064955561897
1498,MTR0000915,28.409,221.01,34.35,0.889,3.556,50.166,2025-06-30 04:50:13.422807,4,0,0,normal,1,0,0,7.98901015463961
1499,MTR0000517,37.835,236.8,20.76,0.994,6.593,49.912,2025-04-09 02:49:20.241257,2,2,0,normal,1,0,0,5.738653513342161
1500,MTR0000966,26.41,230.55,31.82,0.807,1.781,50.098,2025-01-02 05:39:09.790363,5,3,0,normal,1,1,0,14.828664634112105
1501,MTR0000598,16.478,227.1,32.63,0.939,5.9,49.922,2025-09-19 21:51:52.507466,21,4,0,normal,1,0,0,2.7928766222430133
1502,MTR0000393,1.413,227.09,24.46,0.901,3.325,50.185,2025-04-20 09:53:35.941094,9,6,1,normal,1,0,0,0.4249611279364573
1503,MTR0000826,18.472,227.58,28.95,0.964,6.077,49.509,2024-12-11 01:53:00.220580,1,2,0,normal,1,0,0,3.0396527239547084
1504,MTR0000568,16.654,231.83,24.78,0.994,0.328,50.08,2025-01-14 04:58:06.556241,4,1,0,normal,1,0,0,50.77284229139355
1505,MTR0000073,5.532,224.03,37.58,0.857,4.382,50.363,2024-11-19 04:44:37.513267,4,1,0,normal,1,0,0,1.2624343623131853
1506,MTR0000957,22.22,229.8,32.13,0.841,9.883,49.91,2024-12-12 09:55:54.389581,9,3,0,normal,1,1,0,2.248302895575336
1507,MTR0000115,38.222,230.1,36.93,0.946,9.109,49.767,2025-02-24 21:24:18.396660,21,0,0,normal,1,0,0,4.196065214551307
1508,MTR0000092,39.272,248.0,22.75,0.751,8.419,50.166,2025-07-02 13:47:39.813702,13,2,0,normal,1,1,0,4.664681476800716
1509,MTR0000936,18.026,233.77,35.91,0.931,2.541,50.227,2025-03-03 16:37:37.217569,16,0,0,normal,1,0,0,7.094029539435106
1510,MTR0000370,27.057,212.6,24.85,0.768,5.038,50.282,2025-01-24 21:54:28.321771,21,4,0,normal,1,1,0,5.3705729047778785
1511,MTR0000830,29.263,224.0,32.05,0.836,8.472,49.999,2025-05-17 04:15:28.531718,4,5,1,normal,1,1,0,3.454079964494849
1512,MTR0000519,25.45,224.33,20.36,0.764,2.499,49.79,2025-08-26 00:48:23.336097,0,1,0,normal,1,1,0,10.184032877019298
1513,MTR0001000,3.292,245.44,37.47,0.955,4.34,49.933,2025-05-17 06:14:07.523741,6,5,1,normal,1,0,0,0.7585235978718944
1514,MTR0000963,24.862,231.57,24.68,0.894,2.655,49.543,2025-08-22 01:39:00.234113,1,4,0,normal,1,0,0,9.364183185750713
1515,MTR0000166,33.896,228.96,38.5,0.89,8.386,49.81,2025-09-03 10:11:45.549927,10,2,0,normal,1,0,0,4.041969899868949
1516,MTR0000148,38.698,226.33,33.04,0.895,3.39,50.317,2025-04-29 19:59:10.361852,19,1,0,normal,1,0,0,11.415305559570621
1517,MTR0000707,6.922,234.2,20.23,0.91,4.388,50.415,2025-08-09 04:21:05.318584,4,5,1,normal,1,0,0,1.5774804524146482
1518,MTR0000889,45.469,216.29,35.43,0.837,4.662,49.907,2025-08-19 01:35:32.439035,1,1,0,normal,1,1,0,9.753089332712715
1519,MTR0000288,40.648,245.48,22.59,0.76,3.65,49.719,2025-02-01 01:10:09.436584,1,5,1,normal,1,1,0,11.136407845457958
1520,MTR0000595,15.857,243.99,37.3,0.817,9.959,50.159,2025-07-27 15:50:08.055131,15,6,1,normal,1,1,0,1.5922265365734145
1521,MTR0000161,44.763,224.68,24.75,0.948,8.116,50.069,2025-04-10 13:16:24.678595,13,3,0,normal,1,0,0,5.515394879996451
1522,MTR0000132,29.822,239.23,23.47,0.965,5.017,49.664,2025-06-28 18:17:07.496071,18,5,1,normal,1,0,0,5.944177906761198
1523,MTR0000811,49.549,230.58,33.37,0.905,1.471,50.026,2025-04-11 11:01:34.015389,11,4,0,normal,1,0,0,33.68365952644781
1524,MTR0000302,18.069,214.56,31.51,0.805,2.346,50.343,2025-04-18 04:01:49.290393,4,4,0,normal,1,1,0,7.702013205399806
1525,MTR0000006,0.913,245.44,33.27,0.958,8.558,49.556,2024-12-27 22:24:11.110995,22,4,0,normal,1,0,0,0.10668367996765604
1526,MTR0000142,19.619,226.99,31.96,0.95,9.991,50.02,2024-12-15 10:34:14.526923,10,6,1,normal,1,0,0,1.9636653351362876
1527,MTR0000200,27.243,223.9,22.29,0.756,8.485,50.271,2025-10-04 07:42:16.168306,7,5,1,normal,1,1,0,3.21072102448907
1528,MTR0000207,13.079,238.35,25.04,0.885,9.176,50.212,2025-04-04 04:14:44.307013,4,4,0,normal,1,0,0,1.425347182489993
1529,MTR0000102,47.772,235.53,24.22,0.905,2.947,50.445,2025-03-11 07:02:49.313190,7,1,0,normal,1,0,0,16.21032843458285
1530,MTR0000564,41.052,212.64,30.29,0.875,4.477,49.626,2025-06-05 08:01:58.103559,8,3,0,normal,1,0,0,9.169512688155711
1531,MTR0000592,7.094,223.21,24.24,0.821,1.801,49.898,2025-02-15 11:41:06.910900,11,5,1,normal,1,1,0,3.9389009500224876
1532,MTR0000989,18.855,213.69,24.75,0.764,0.613,50.117,2025-03-21 15:50:46.726081,15,4,0,normal,1,1,0,30.758062674344632
1533,MTR0000350,28.113,220.48,28.22,0.88,5.284,50.429,2025-09-03 18:22:28.250720,18,2,0,normal,1,0,0,5.32039114233319
1534,MTR0000749,36.188,238.1,35.48,0.894,7.239,50.283,2025-01-05 14:49:34.808815,14,6,1,normal,1,0,0,4.9990261099238715
1535,MTR0000402,10.45,217.78,22.9,0.942,7.44,50.137,2025-02-21 21:35:36.119554,21,4,0,normal,1,0,0,1.404568004612897
1536,MTR0000748,18.584,239.98,24.41,0.786,8.397,49.698,2025-08-02 04:19:39.348956,4,5,1,normal,1,1,0,2.213168735061647
1537,MTR0000614,39.452,229.41,24.51,0.917,9.445,49.653,2025-06-05 10:21:31.558260,10,3,0,normal,1,0,0,4.177020458421961
1538,MTR0000197,39.888,229.01,31.71,0.798,6.104,50.371,2024-11-19 07:07:21.556728,7,1,0,normal,1,1,0,6.534720618085488
1539,MTR0000086,12.259,237.78,37.74,0.975,1.019,50.19,2025-01-05 04:14:27.274055,4,6,1,normal,1,0,0,12.03030392243452
1540,MTR0000522,17.81,215.51,26.05,0.841,7.26,50.074,2025-07-07 22:38:08.526094,22,0,0,normal,1,1,0,2.453164665062445
1541,MTR0000074,41.935,215.46,22.28,0.768,1.128,50.424,2025-07-18 10:55:50.192474,10,4,0,normal,1,1,0,37.176088864460425
1542,MTR0000094,23.075,215.08,23.63,0.877,7.881,50.125,2025-01-17 18:11:09.858968,18,4,0,normal,1,0,0,2.927924212759532
1543,MTR0000839,28.93,246.95,27.71,0.905,8.771,50.361,2025-07-21 03:31:48.797958,3,0,0,normal,1,0,0,3.2983658666447764
1544,MTR0000929,8.3,211.49,23.73,0.869,4.614,50.22,2025-09-09 10:56:34.999812,10,1,0,normal,1,0,0,1.7988690965125784
1545,MTR0000019,18.387,248.82,35.06,0.891,8.278,49.649,2025-08-06 15:04:54.971388,15,2,0,normal,1,0,0,2.221186009681071
1546,MTR0000320,9.774,226.6,24.38,0.861,6.454,49.863,2025-06-25 14:07:10.552755,14,2,0,normal,1,0,0,1.514407321959526
1547,MTR0000893,28.823,245.74,31.32,0.808,7.13,50.388,2025-05-03 18:58:19.756261,18,5,1,normal,1,1,0,4.042490823996039
1548,MTR0000945,17.029,239.43,35.0,0.809,1.873,49.582,2025-02-08 05:35:17.522639,5,5,1,normal,1,1,0,9.091782745420472
1549,MTR0000042,36.314,227.62,36.47,0.989,2.986,50.411,2025-06-19 17:24:25.170454,17,3,0,normal,1,0,0,12.161379231817708
1550,MTR0000156,49.985,226.65,35.9,0.793,8.461,49.945,2025-11-11 04:18:00.522117,4,1,0,normal,1,1,0,5.9076871437334315
1551,MTR0000455,15.204,211.04,22.85,0.961,8.396,50.026,2025-06-27 03:12:28.188371,3,4,0,normal,1,0,0,1.8108601585753232
1552,MTR0000523,15.689,242.66,37.04,0.814,3.06,50.077,2025-08-30 13:29:12.128691,13,5,1,normal,1,1,0,5.127107427753504
1553,MTR0000885,24.882,234.71,22.04,0.775,9.514,49.789,2025-09-04 23:57:43.394090,23,3,0,normal,1,1,0,2.6153010139783333
1554,MTR0000360,37.848,218.47,26.68,0.866,5.899,49.602,2025-09-07 16:53:18.586815,16,6,1,normal,1,0,0,6.415991835918231
1555,MTR0000631,5.441,225.52,33.54,0.837,3.777,50.107,2025-11-18 16:10:27.573015,16,1,0,normal,1,1,0,1.4405574780050885
1556,MTR0000176,21.612,239.75,20.88,0.998,1.704,50.44,2025-07-02 14:00:09.646221,14,2,0,normal,1,0,0,12.683024160656332
1557,MTR0000486,23.523,232.13,28.38,0.996,6.6,49.73,2025-03-24 09:23:23.409213,9,0,0,normal,1,0,0,3.5640855089613503
1558,MTR0000249,46.926,244.03,38.45,0.905,0.483,50.417,2025-07-07 12:46:19.414159,12,0,0,normal,1,0,0,97.15326804828058
1559,MTR0000009,38.565,227.66,23.48,0.992,4.014,49.615,2025-05-13 02:20:28.420386,2,1,0,normal,1,0,0,9.60759938316048
1560,MTR0000484,36.312,223.85,20.92,0.806,6.428,49.91,2025-11-16 07:30:05.288763,7,6,1,normal,1,1,0,5.649026681663532
1561,MTR0000731,2.821,234.07,26.3,0.853,8.515,50.444,2025-04-25 07:14:54.751331,7,4,0,normal,1,0,0,0.33129732084871305
1562,MTR0000988,3.556,239.5,39.32,0.752,8.214,49.826,2025-08-14 11:55:19.717137,11,3,0,normal,1,1,0,0.4329188788423681
1563,MTR0000040,41.233,213.52,23.72,0.882,1.34,50.237,2025-06-22 19:27:45.050610,19,6,1,normal,1,0,0,30.77066589055305
1564,MTR0000017,12.076,238.75,33.69,0.925,9.156,49.505,2025-10-30 16:56:17.745482,16,3,0,normal,1,0,0,1.3189151169559667
1565,MTR0000349,42.77,223.36,36.87,0.836,6.377,50.07,2025-03-10 04:14:46.097337,4,0,0,normal,1,1,0,6.706904960161581
1566,MTR0000763,8.566,214.74,25.64,0.928,0.952,50.1,2025-09-10 00:20:29.148203,0,2,0,normal,1,0,0,8.997804644909193
1567,MTR0000418,32.558,227.28,24.15,0.811,7.62,50.214,2025-06-28 04:28:42.695953,4,5,1,normal,1,1,0,4.272697804858524
1568,MTR0000714,41.071,240.7,25.05,0.889,2.912,49.507,2025-07-15 05:07:21.074452,5,1,0,normal,1,0,0,14.104003763723338
1569,MTR0000295,4.299,214.13,27.72,0.822,5.698,49.546,2025-07-10 06:19:30.580576,6,3,0,normal,1,1,0,0.7544739303721826
1570,MTR0000540,37.035,215.48,34.61,0.779,9.072,50.22,2025-07-19 10:26:39.599321,10,5,1,normal,1,1,0,4.0823367699109685
1571,MTR0000677,18.358,216.86,35.12,0.83,4.978,50.271,2025-07-27 00:13:25.720246,0,6,1,normal,1,1,0,3.6878190280855208
1572,MTR0000298,9.01,246.06,25.91,0.917,0.884,49.88,2025-10-23 19:44:03.480158,19,3,0,normal,1,0,0,10.19219239601362
1573,MTR0000463,37.83,224.16,28.48,0.884,8.555,49.787,2025-09-13 10:13:26.949976,10,5,1,normal,1,0,0,4.421970284079154
1574,MTR0000055,12.534,211.91,21.87,0.928,8.369,49.636,2025-02-03 00:04:09.665336,0,0,0,normal,1,0,0,1.4976681829750473
1575,MTR0000112,35.044,234.45,31.03,0.906,9.775,50.045,2025-05-03 20:40:49.392769,20,5,1,normal,1,0,0,3.5850602710380857
1576,MTR0000632,19.438,240.7,21.98,0.985,9.275,49.804,2025-01-06 17:58:15.381734,17,0,0,normal,1,0,0,2.095738980335331
1577,MTR0000893,43.746,238.22,33.59,0.853,3.787,49.539,2025-07-21 07:54:00.768045,7,0,0,normal,1,0,0,11.551593473479079
1578,MTR0000557,29.597,237.59,31.36,0.853,1.832,49.785,2025-09-18 02:19:27.451276,2,3,0,normal,1,0,0,16.155479500657748
1579,MTR0000398,21.682,211.57,27.28,0.917,1.39,50.248,2025-01-01 19:21:36.133612,19,2,0,normal,1,0,0,15.598448932022071
1580,MTR0000736,5.775,246.64,23.65,0.889,1.02,50.157,2024-12-08 06:52:28.327550,6,6,1,normal,1,0,0,5.661709198929422
1581,MTR0000655,20.172,218.64,33.57,0.791,5.584,49.594,2025-06-24 11:16:27.660774,11,1,0,normal,1,1,0,3.6124577140800254
1582,MTR0000995,28.486,221.24,23.35,0.812,5.218,49.877,2025-02-21 18:53:10.058980,18,4,0,normal,1,1,0,5.459169300173822
1583,MTR0000903,21.791,236.54,30.93,0.754,5.898,50.166,2025-07-10 15:47:23.239314,15,3,0,normal,1,1,0,3.6946359873923584
1584,MTR0000397,43.536,210.73,27.36,0.915,3.763,49.711,2025-10-23 06:00:30.439218,6,3,0,normal,1,0,0,11.569461680941588
1585,MTR0000486,45.088,233.2,37.44,0.827,6.96,50.341,2025-04-17 14:05:58.242216,14,3,0,normal,1,1,0,6.478151611851133
1586,MTR0000274,48.921,228.73,27.49,0.969,9.289,49.835,2025-02-09 08:30:13.865783,8,6,1,normal,1,0,0,5.266546165845446
1587,MTR0000245,18.4,224.47,34.53,0.936,7.987,49.685,2025-09-19 09:57:24.592966,9,4,0,normal,1,0,0,2.303740698959936
1588,MTR0000399,42.531,210.59,30.54,0.854,6.061,49.73,2025-03-07 00:33:13.505378,0,4,0,normal,1,0,0,7.01714730713198
1589,MTR0000685,36.543,249.0,26.77,0.786,8.573,50.496,2025-01-18 15:55:40.434171,15,5,1,normal,1,1,0,4.2625635570237295
1590,MTR0000833,43.558,211.79,38.23,0.968,1.328,50.178,2025-07-06 00:05:24.588624,0,6,1,normal,1,0,0,32.79945181135684
1591,MTR0000446,32.531,243.09,32.99,0.777,5.726,50.479,2024-12-16 23:47:22.689819,23,0,0,normal,1,1,0,5.681268457442442
1592,MTR0000244,1.2,231.22,30.9,0.885,9.214,49.778,2025-08-09 12:31:15.586410,12,5,1,normal,1,0,0,0.13023645513733975
1593,MTR0000787,37.213,216.23,30.44,0.772,2.368,50.053,2025-08-26 14:35:48.405419,14,1,0,normal,1,1,0,15.714882960798308
1594,MTR0000121,6.806,249.24,24.21,0.914,9.416,49.632,2025-08-10 08:26:08.839056,8,6,1,normal,1,0,0,0.7228114668527328
1595,MTR0000379,4.143,220.45,37.47,0.869,7.224,50.034,2024-11-22 11:57:51.132156,11,4,0,normal,1,0,0,0.5735041895013988
1596,MTR0000238,29.799,244.79,38.52,0.799,3.548,50.136,2025-04-09 08:37:59.288732,8,2,0,normal,1,1,0,8.398792562591424
1597,MTR0000917,26.997,214.92,29.85,0.986,8.352,49.657,2025-10-15 21:13:50.694624,21,2,0,normal,1,0,0,3.2323955550819505
1598,MTR0000642,16.102,228.45,25.8,0.934,7.868,49.674,2025-09-20 18:44:03.598345,18,5,1,normal,1,0,0,2.046514938338919
1599,MTR0000029,29.916,235.8,30.61,0.797,5.2,49.537,2025-10-30 08:28:17.318135,8,3,0,normal,1,1,0,5.753065859488732
1600,MTR0000129,20.881,233.58,26.64,0.806,5.755,50.156,2025-11-17 23:01:52.016478,23,0,0,normal,1,1,0,3.6283168925857647
1601,MTR0000587,30.291,247.51,27.11,0.972,3.85,50.056,2025-11-16 15:59:11.506444,15,6,1,normal,1,0,0,7.867771772021372
1602,MTR0000699,39.985,225.67,26.24,0.755,1.454,50.363,2025-05-04 12:15:54.981182,12,6,1,normal,1,1,0,27.499810867875738
1603,MTR0000654,17.256,222.69,38.49,0.864,4.429,50.083,2025-03-12 06:42:04.031109,6,2,0,normal,1,0,0,3.8961302864522773
1604,MTR0000886,21.995,246.23,32.76,0.86,8.308,49.805,2025-07-26 19:56:24.369254,19,5,1,normal,1,0,0,2.6474450560362834
1605,MTR0000216,18.893,213.89,23.68,0.89,5.533,49.875,2025-10-12 23:38:24.159017,23,6,1,normal,1,0,0,3.414597118024367
1606,MTR0000952,44.769,248.64,38.31,0.94,0.021,49.701,2025-05-18 01:36:37.376034,1,6,1,normal,1,0,0,2130.8424559733457
1607,MTR0000488,27.268,213.81,27.08,0.917,4.674,50.468,2025-04-10 23:08:01.674037,23,3,0,normal,1,0,0,5.833962700122593
1608,MTR0000308,46.908,219.1,29.97,0.888,8.619,50.387,2025-05-28 10:53:40.320016,10,2,0,normal,1,0,0,5.4423883949548735
1609,MTR0000360,29.471,238.06,22.44,0.77,9.083,49.59,2025-11-06 19:04:50.225276,19,3,0,normal,1,1,0,3.2446292583625915
1610,MTR0000868,41.674,249.92,37.08,0.919,1.272,49.673,2025-09-27 08:10:18.225719,8,5,1,normal,1,0,0,32.76232105093513
1611,MTR0000202,35.042,224.95,23.3,0.879,3.037,49.659,2025-09-01 22:32:26.606673,22,0,0,normal,1,0,0,11.538322231405232
1612,MTR0000384,29.64,213.61,38.31,0.77,2.726,49.973,2025-10-18 21:21:53.326510,21,5,1,normal,1,1,0,10.873034214841471
1613,MTR0000534,29.847,238.82,28.96,0.969,3.237,50.296,2025-05-27 04:31:00.430301,4,1,0,normal,1,0,0,9.22054612126623
1614,MTR0000865,28.075,235.57,24.23,0.958,8.846,50.423,2025-09-21 07:12:16.349606,7,6,1,normal,1,0,0,3.173747260064142
1615,MTR0000706,10.956,240.72,21.68,0.99,4.429,49.643,2025-10-06 03:47:31.272361,3,0,0,normal,1,0,0,2.473690508714137
1616,MTR0000292,4.802,249.01,31.43,0.885,9.105,50.068,2025-09-04 22:06:44.082409,22,3,0,normal,1,0,0,0.527401946840256
1617,MTR0000645,8.462,221.63,28.51,0.844,3.649,50.105,2025-06-16 15:05:38.551881,15,0,0,normal,1,1,0,2.3189851493966858
1618,MTR0000310,5.373,232.91,37.68,0.836,8.493,49.91,2025-01-09 06:09:30.233859,6,3,0,normal,1,1,0,0.6326378986955156
1619,MTR0000890,16.849,239.63,34.89,0.81,3.048,49.626,2025-10-05 02:42:50.901328,2,6,1,normal,1,1,0,5.527869003054452
1620,MTR0000707,47.917,223.39,28.46,0.956,8.856,50.375,2025-03-07 00:01:35.197461,0,4,0,normal,1,0,0,5.41067591387092
1621,MTR0000804,47.28,211.13,25.86,0.772,4.653,50.132,2025-08-23 21:29:01.054140,21,5,1,normal,1,1,0,10.1611644935214
1622,MTR0000812,33.934,226.34,21.97,0.992,7.014,49.758,2025-06-30 21:23:34.481145,21,0,0,normal,1,0,0,4.838031311617748
1623,MTR0000029,39.72,230.86,36.04,0.753,7.687,49.945,2025-08-22 18:45:57.715394,18,4,0,normal,1,1,0,5.16715862214307
1624,MTR0000787,46.944,216.75,35.37,0.832,2.984,49.539,2025-06-14 09:58:03.842867,9,5,1,normal,1,1,0,15.731850764575187
1625,MTR0000907,41.118,235.94,33.94,0.791,7.43,50.402,2024-12-15 04:19:13.716895,4,6,1,normal,1,1,0,5.534043695768916
1626,MTR0000700,22.607,231.82,27.12,0.898,5.81,50.267,2025-02-03 15:45:53.420627,15,0,0,normal,1,0,0,3.891043216793087
1627,MTR0000704,5.42,215.78,28.09,0.914,8.352,50.051,2025-11-02 02:00:06.216651,2,6,1,normal,1,0,0,0.648945583159024
1628,MTR0000239,38.303,248.92,32.83,0.949,8.156,50.05,2025-05-24 11:40:24.902147,11,5,1,normal,1,0,0,4.6962914464303
1629,MTR0000543,13.592,214.14,22.81,0.775,6.204,49.749,2025-08-22 18:36:31.025914,18,4,0,normal,1,1,0,2.1908410850401596
1630,MTR0000052,25.153,225.77,37.67,0.937,6.142,49.601,2025-05-03 14:52:38.931367,14,5,1,normal,1,0,0,4.0952391806591
1631,MTR0000862,22.271,228.41,23.45,0.763,2.176,50.134,2025-01-06 11:51:35.210756,11,0,0,normal,1,1,0,10.234787523954394
1632,MTR0000925,33.943,213.93,24.78,0.987,6.513,49.503,2024-12-22 18:52:46.460839,18,6,1,normal,1,0,0,5.211568844512752
1633,MTR0000781,45.911,242.01,38.46,0.852,6.519,49.692,2025-10-29 10:53:15.148913,10,2,0,normal,1,0,0,7.0426337741466885
1634,MTR0000360,46.563,245.24,39.63,0.955,5.962,49.965,2025-06-19 03:25:03.035906,3,3,0,normal,1,0,0,7.809950000083866
1635,MTR0000351,4.477,223.86,32.74,0.767,5.621,50.492,2025-10-29 01:43:42.797828,1,2,0,normal,1,1,0,0.7964760781425403
1636,MTR0000726,5.437,247.02,28.86,0.918,1.239,50.3,2025-06-17 19:58:43.780095,19,1,0,normal,1,0,0,4.388180886352814
1637,MTR0000075,4.782,217.16,39.32,0.793,6.089,50.359,2025-08-12 18:05:10.062811,18,1,0,normal,1,1,0,0.7853493425039538
1638,MTR0000667,23.534,215.64,31.86,0.769,5.156,50.431,2025-01-22 06:23:09.266003,6,2,0,normal,1,1,0,4.5643821482115055
1639,MTR0000085,20.292,210.49,39.94,0.766,9.206,50.08,2025-03-26 22:35:05.619295,22,2,0,normal,1,1,0,2.204212248303011
1640,MTR0000482,31.887,236.82,23.07,0.971,0.695,49.779,2025-10-16 17:33:30.496965,17,3,0,normal,1,0,0,45.87991539690077
1641,MTR0000856,28.9,247.47,24.97,0.916,9.292,49.774,2025-06-25 08:54:05.958389,8,2,0,normal,1,0,0,3.1101989774010144
1642,MTR0000302,49.496,245.32,22.17,0.996,7.198,50.362,2025-09-07 09:51:33.240996,9,6,1,normal,1,0,0,6.876344989795791
1643,MTR0000842,34.726,228.17,26.22,0.99,7.855,50.322,2024-11-20 13:20:07.507188,13,2,0,normal,1,0,0,4.420872793287342
1644,MTR0000509,13.325,217.65,25.38,0.886,0.428,50.082,2025-09-05 20:44:23.099557,20,4,0,normal,1,0,0,31.132450176397747
1645,MTR0000898,22.613,231.42,20.98,0.901,3.711,50.083,2025-04-04 00:37:51.421294,0,4,0,normal,1,0,0,6.093489373512871
1646,MTR0000715,42.304,218.97,25.22,0.918,7.623,49.552,2025-02-12 12:25:29.477826,12,2,0,normal,1,0,0,5.549513905924301
1647,MTR0000046,36.613,241.56,21.58,0.96,2.098,49.938,2025-08-06 18:09:23.291543,18,2,0,normal,1,0,0,17.451299088183564
1648,MTR0000691,29.033,224.02,35.4,0.829,1.688,49.616,2025-05-13 05:11:05.854384,5,1,0,normal,1,1,0,17.199542656737815
1649,MTR0000532,30.603,238.12,33.1,0.825,0.626,50.425,2025-07-20 03:34:46.175052,3,6,1,normal,1,1,0,48.88580054631716
1650,MTR0000863,10.245,224.37,31.78,0.819,3.726,49.696,2025-03-18 22:35:45.594448,22,1,0,normal,1,1,0,2.7495900440417493
1651,MTR0000689,36.679,222.38,33.77,0.827,1.534,49.612,2025-10-30 00:48:03.630844,0,3,0,normal,1,1,0,23.910535133408516
1652,MTR0000900,19.589,214.36,27.58,0.852,6.413,49.945,2025-03-22 08:06:08.283627,8,5,1,normal,1,0,0,3.0545718781040416
1653,MTR0000620,20.86,218.69,23.54,0.755,7.259,50.129,2024-12-18 22:35:53.029030,22,2,0,normal,1,1,0,2.873670101019285
1654,MTR0000134,49.159,246.45,34.62,0.941,2.74,50.345,2025-05-28 21:04:46.047477,21,2,0,normal,1,0,0,17.94117539717008
1655,MTR0000318,31.5,243.22,22.54,0.788,8.454,50.177,2025-05-14 07:40:25.829511,7,2,0,normal,1,1,0,3.7260424343004086
1656,MTR0000752,40.78,210.62,20.37,0.971,6.388,50.077,2025-02-16 17:58:27.624394,17,6,1,normal,1,0,0,6.383834715349538
1657,MTR0000243,32.353,246.18,39.48,0.805,9.415,49.777,2025-06-28 05:27:58.229212,5,5,1,normal,1,1,0,3.4363213634398697
1658,MTR0000064,5.246,240.88,28.1,0.777,6.955,50.01,2025-10-01 21:38:30.867302,21,2,0,normal,1,1,0,0.7542764136931508
1659,MTR0000403,13.955,212.92,36.78,0.995,1.04,49.886,2024-12-12 15:07:48.245415,15,3,0,normal,1,0,0,13.418140210190286
1660,MTR0000132,38.86,246.84,24.11,0.771,8.876,50.289,2025-06-10 01:55:25.482893,1,1,0,normal,1,1,0,4.378093309944446
1661,MTR0000999,46.137,230.47,39.94,0.764,5.134,50.382,2025-05-29 11:34:22.054025,11,3,0,normal,1,1,0,8.986542683009967
1662,MTR0000731,13.793,218.58,22.74,0.846,1.429,50.428,2025-02-25 18:27:45.258771,18,1,0,normal,1,1,0,9.652136794004239
1663,MTR0000936,5.723,227.29,37.74,0.995,3.511,49.578,2025-02-15 03:38:34.624234,3,5,1,normal,1,0,0,1.6300152947442472
1664,MTR0000884,8.392,245.53,21.89,0.766,2.098,49.859,2025-06-05 21:33:52.258197,21,3,0,normal,1,1,0,3.999980934313945
1665,MTR0000958,3.096,213.66,20.78,0.898,8.617,49.539,2025-07-11 23:10:56.181346,23,4,0,normal,1,0,0,0.35928935907002546
1666,MTR0000797,16.508,213.98,30.37,0.797,4.53,50.016,2025-08-03 11:37:17.770592,11,6,1,normal,1,1,0,3.644142065911554
1667,MTR0000063,35.084,220.58,30.02,0.909,9.128,50.244,2025-10-12 06:18:26.215741,6,6,1,normal,1,0,0,3.843554071478888
1668,MTR0000856,3.804,217.68,25.48,0.866,3.432,50.292,2025-10-09 22:19:30.539972,22,3,0,normal,1,0,0,1.10838837882174
1669,MTR0000548,6.406,244.81,25.42,0.984,9.369,49.728,2025-04-04 11:49:50.001311,11,4,0,normal,1,0,0,0.6837435332014802
1670,MTR0000951,26.768,231.38,31.92,0.909,7.803,50.273,2024-12-25 06:07:12.368132,6,2,0,normal,1,0,0,3.4304710618081997
1671,MTR0000243,20.132,232.7,23.78,0.956,0.997,50.191,2025-10-30 06:57:42.304626,6,3,0,normal,1,0,0,20.192375201853544
1672,MTR0000427,39.881,222.12,34.13,0.818,3.114,49.824,2025-04-19 09:24:29.435404,9,5,1,normal,1,1,0,12.806959515223138
1673,MTR0000505,45.936,237.74,35.98,0.957,3.256,49.903,2024-11-29 14:09:41.809409,14,4,0,normal,1,0,0,14.108064778670828
